REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Revenue			AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1108 Statutory Designated Program Receipts	AP				500.0								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1139 AHFC Div	AP				1750.0								
			Revenue			AHFC Energy Efficiency Research				1139 AHFC Div	AP				500.0								
			Revenue			AHFC Senior Citizens Housing Development Program				1139 AHFC Div	AP				1750.0								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1002 Federal Receipts	AP				4000.0								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1139 AHFC Div	AP				750.0								
			Revenue			AHFC Housing and Urban Development Capital Fund Program				1002 Federal Receipts	AP				3200.0								
			Revenue			AHFC Federal and Other Competitive Grants				1002 Federal Receipts	AP				6000.0								
			Revenue			AHFC Federal and Other Competitive Grants				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Competitive Grants for Public Housing				1002 Federal Receipts	AP				750.0								
			Revenue			AHFC Competitive Grants for Public Housing				1139 AHFC Div	AP				350.0								
			Revenue			AHFC Supplemental Housing Development Program				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Energy Programs Weatherization				1002 Federal Receipts	AP				3000.0								
			Revenue			MH: AHFC Homeless Assistance Program				1092 Mental Health Trust Authority Authorized Receipts	AP				950.0								
			Revenue			MH: AHFC Homeless Assistance Program				1139 AHFC Div	AP				3600.0								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1092 Mental Health Trust Authority Authorized Receipts	AP				200.0								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1268 MH Tr Res	AP				1500.0								
