REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Capital Outlay	Expenditure	0			2890.80	0	0	0	0	0	0	0	0	0										
6	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1004	35	210	Debt Service	710	0	Lease Purchase Obligations	3288	0	Alaska Native Medical Center	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		2890.80	0	0	0	0	0	0	0	0	0										
1	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	Miscellaneous	Expenditure	0			3303.50	0	0	0	0	0	0	0	0	0										
1004	35	210	Debt Service	710	0	Lease Purchase Obligations	3172	15	Linny Pacillo Parking Garage	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		3303.50	0	0	0	0	0	0	0	0	0										
1	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	35	210	Debt Service	710	0	Lease Purchase Obligations	2870	33	Jail Const Reimbursement	Miscellaneous	Expenditure	0			16169.60	0	0	0	0	0	0	0	0	0										
