REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Personal Services	Expenditure	0			992.30	0	0	0	0	0	0	0	0	0										
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Travel	Expenditure	0			131.50	0	0	0	0	0	0	0	0	0										
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Contractual Services	Expenditure	0			140.90	0	0	0	0	0	0	0	0	0										
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Commodities	Expenditure	0			4.70	0	0	0	0	0	0	0	0	0										
5	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1004	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		472.10	0	0	0	0	0	0	0	0	0										
1007	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	797.30	0	0	0	0	0	0	0	0	0										
10000	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Permanent Full-Time	Position Count	0			6.00	0	0	0	0	0	0	0	0	0										
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Personal Services	Expenditure	0			1706.30	0	0	0	0	0	0	0	0	0										
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Travel	Expenditure	0			93.90	0	0	0	0	0	0	0	0	0										
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Contractual Services	Expenditure	0			354.90	0	0	0	0	0	0	0	0	0										
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Commodities	Expenditure	0			28.10	0	0	0	0	0	0	0	0	0										
5	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Grants, Benefits	Expenditure	0			15350.90	0	0	0	0	0	0	0	0	0										
8	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	1002 Federal Receipts	Revenue	1002	Federal Funds		5054.00	0	0	0	0	0	0	0	0	0										
1004	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		1870.00	0	0	0	0	0	0	0	0	0										
1007	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	613.60	0	0	0	0	0	0	0	0	0										
1054	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	1054 State Employment & Training Program	Revenue	1054	Designated General Funds		5939.80	0	0	0	0	0	0	0	0	0										
1151	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	1151 Technical Vocational Education Program Account	Revenue	1151	Designated General Funds		4056.70	0	0	0	0	0	0	0	0	0										
10000	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Permanent Full-Time	Position Count	0			11.00	0	0	0	0	0	0	0	0	0										
12000	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Non-Permanent	Position Count	0			2.00	0	0	0	0	0	0	0	0	0										
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Personal Services	Expenditure	0			407.50	0	0	0	0	0	0	0	0	0										
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Travel	Expenditure	0			12.40	0	0	0	0	0	0	0	0	0										
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Contractual Services	Expenditure	0			66.20	0	0	0	0	0	0	0	0	0										
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Commodities	Expenditure	0			10.40	0	0	0	0	0	0	0	0	0										
5	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1004	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		496.50	0	0	0	0	0	0	0	0	0										
10000	7	100	Labor & Workforce	109	1	Commissioner and Administrative	1200	2	Alaska Labor Relations Agency	Permanent Full-Time	Position Count	0			3.00	0	0	0	0	0	0	0	0	0										
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Personal Services	Expenditure	0			2847.60	0	0	0	0	0	0	0	0	0										
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Travel	Expenditure	0			9.30	0	0	0	0	0	0	0	0	0										
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Contractual Services	Expenditure	0			1245.60	0	0	0	0	0	0	0	0	0										
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Commodities	Expenditure	0			31.60	0	0	0	0	0	0	0	0	0										
5	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	1002 Federal Receipts	Revenue	1002	Federal Funds		2592.50	0	0	0	0	0	0	0	0	0										
1003	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	1003 General Fund Match	Revenue	1003	Unrestricted General Funds		113.10	0	0	0	0	0	0	0	0	0										
1004	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		306.50	0	0	0	0	0	0	0	0	0										
1007	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	1122.00	0	0	0	0	0	0	0	0	0										
10000	7	100	Labor & Workforce	109	1	Commissioner and Administrative	335	4	Management Services	Permanent Full-Time	Position Count	0			24.00	0	0	0	0	0	0	0	0	0										
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Contractual Services	Expenditure	0			2570.40	0	0	0	0	0	0	0	0	0										
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2742	6	Leasing	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
