REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Administration			Integrated Resource Information System (IRIS) Upgrade				1004 General Fund Receipts	AP				7100.0								
			Administration			OIT Upgrade to Cloud Servers - Phase I				1004 General Fund Receipts	AP				1250.0								
			Commerce			Set Free Alaska - Alaska Recidivism Reduction and Recovery Project				1004 General Fund Receipts	AP				1000.0								
			Commerce			National Petroleum Reserve - Alaska Impact Grant Program 				Non-Permanent	AP				11300.0								
			Commerce			Alaska Energy Authority - Rural Power Systems Upgrades				1002 Federal Receipts	AP				12500.0								
			Commerce			Alaska Energy Authority - Rural Power Systems Upgrades				1004 General Fund Receipts	AP				5000.0								
			Commerce			Community Block Grants				1002 Federal Receipts	AP				6000.0								
			Commerce			Community Block Grants				1003 General Fund Match	AP				60.0								
			Commerce			Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements				1004 General Fund Receipts	AP				78.0								
			Commerce			Inter-Island Ferry Authority				1004 General Fund Receipts	AP				250.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1002 Federal Receipts	AP*				52250.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1003 General Fund Match	AP*				12080.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1108 Statutory Designated Program Receipts	AP*				500.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1002 Federal Receipts	AL				20900.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1003 General Fund Match	AL				4832.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1108 Statutory Designated Program Receipts	AL				200.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1002 Federal Receipts	AL				31350.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1003 General Fund Match	AL				7248.0								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1108 Statutory Designated Program Receipts	AL				300.0								
			Governor			Elections Redistricting				1004 General Fund Receipts	AP				95.0								
			Health & Social Svcs			Alaska Psychiatric Institute Projects to Comply with Corrective Action Plan				1197 AK Cap Inc	AP				1619.3								
			Health & Social Svcs			Anchorage Pioneer Home Renovation				1197 AK Cap Inc	AP				2080.0								
			Health & Social Svcs			Emergency Medical Services Match for Code Blue Project				1003 General Fund Match	AP				500.0								
			Health & Social Svcs			MH Assistive Technology				1037 GF/MH	AP				500.0								
			Health & Social Svcs			MH Deferred Maintenance and Accessibility Improvements				1037 GF/MH	AP				250.0								
			Health & Social Svcs			MH Deferred Maintenance and Accessibility Improvements				1092 Mental Health Trust Authority Authorized Receipts	AP				250.0								
			Health & Social Svcs			MH Essential Program Equipment				1037 GF/MH	AP				300.0								
			Health & Social Svcs			MH Essential Program Equipment				1092 Mental Health Trust Authority Authorized Receipts	AP				300.0								
			Health & Social Svcs			MH Home Modification and Upgrades to Retain Housing				1037 GF/MH	AP				750.0								
			Health & Social Svcs			MH Home Modification and Upgrades to Retain Housing				1092 Mental Health Trust Authority Authorized Receipts	AP				300.0								
			Labor & Workforce			Vocational Rehabilitation Business Enterprise Program Facility Development and Equipment Replacement				1004 General Fund Receipts	AP				447.4								
			Labor & Workforce			Vocational Rehabilitation Business Enterprise Program Facility Development and Equipment Replacement				1237 VocSmBus	AP				185.0								
			Military & Veterans Affairs			Alaska Land Mobile Radio and State of Alaska Telecommunications System				1004 General Fund Receipts	AP				520.5								
			Military & Veterans Affairs			Alaska Land Mobile Radio and State of Alaska Telecommunications System				1197 AK Cap Inc	AP				4479.5								
			Military & Veterans Affairs			Mass Notification System - Joint Base Elmendorf Richardson				1002 Federal Receipts	AP				800.0								
			Military & Veterans Affairs			Mass Notification System - Joint Base Elmendorf Richardson				1003 General Fund Match	AP				800.0								
			Military & Veterans Affairs			State Homeland Security Grant Programs				1002 Federal Receipts	AP				4500.0								
			Natural Resources			Fire Risk Reduction and Fuel Breaks				1004 General Fund Receipts	AP				5000.0								
			Natural Resources			Abandoned Mine Lands Reclamation Federal Program				1002 Federal Receipts	AP				3200.0								
			Natural Resources			National Recreational Trails Federal Grant Program				1002 Federal Receipts	AP				1500.0								
			Natural Resources			National Recreational Trails Federal Grant Program				1005 General Fund/Program Receipts	AP				100.0								
			Natural Resources			Snowmobile Trail Development Program and Grants				1195 SnoMachReg	AP				250.0								
			Revenue			AHFC Cold Climate Research Center				1139 AHFC Div	AP				500.0								
			Revenue			AHFC Energy Programs Weatherization 				1002 Federal Receipts	AP				2000.0								
			Revenue			AHFC Competitive Grants for Public Housing				1002 Federal Receipts	AP				750.0								
			Revenue			AHFC Competitive Grants for Public Housing				1139 AHFC Div	AP				350.0								
			Revenue			AHFC Federal and Other Competitive Grants				1002 Federal Receipts	AP				6000.0								
			Revenue			AHFC Federal and Other Competitive Grants				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Housing and Urban Development Capital Fund Program				1002 Federal Receipts	AP				2500.0								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1002 Federal Receipts	AP				4000.0								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1139 AHFC Div	AP				750.0								
			Revenue			AHFC Rental Assistance for Persons Displaced Due to Domestic Violence- Empowering Choice Housing Program (ECHP)				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Senior Citizens Housing Development Program				1139 AHFC Div	AP				1750.0								
			Revenue			AHFC Supplemental Housing Development Program				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1108 Statutory Designated Program Receipts	AP				500.0								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1139 AHFC Div	AP				1750.0								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1092 Mental Health Trust Authority Authorized Receipts	AP				200.0								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1139 AHFC Div	AP				1500.0								
			Revenue			MH: AHFC Homeless Assistance Project 				1037 GF/MH	AP				850.0								
			Revenue			MH: AHFC Homeless Assistance Project 				1092 Mental Health Trust Authority Authorized Receipts	AP				950.0								
			Revenue			MH: AHFC Homeless Assistance Project 				1139 AHFC Div	AP				6350.0								
			Revenue			MH: Housing - Grant 604 Department of Corrections Discharge Incentive Grants 				1092 Mental Health Trust Authority Authorized Receipts	AP				100.0								
			Transportation			Airport Improvement Program				1002 Federal Receipts	AP*				187700.0								
			Transportation			Airport Improvement Program				1027 International Airport Revenue Fund	AP*				24000.0								
			Transportation			Airport Improvement Program				1112 International Airports Construction Fund	AP*				2700.0								
			Transportation			Airport Improvement Program			Alaska International Airport System	1002 Federal Receipts	AL				47700.0								
			Transportation			Airport Improvement Program			Alaska International Airport System	1027 International Airport Revenue Fund	AL				24000.0								
			Transportation			Airport Improvement Program			Alaska International Airport System	1112 International Airports Construction Fund	AL				2700.0								
			Transportation			Airport Improvement Program			Rural Airport Improvement Program	1002 Federal Receipts	AL				140000.0								
			Transportation			Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation				1076 Marine Hwy	AP				15000.0								
			Transportation			Federal-Aid Highway Project Match Credits				1002 Federal Receipts	AP				5275.2								
			Transportation			Federal-Aid Highway Project Match Credits				1005 General Fund/Program Receipts	AP				1500.0								
			Transportation			Federal Program Match				1003 General Fund Match	AP*				49094.3								
			Transportation			Federal Program Match				1004 General Fund Receipts	AP*				7514.6								
			Transportation			Federal Program Match				1139 AHFC Div	AP*				8400.0								
			Transportation			Federal Program Match			Federal-Aid Aviation State Match	1003 General Fund Match	AL				8853.4								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1003 General Fund Match	AL				38940.9								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1139 AHFC Div	AL				8400.0								
			Transportation			Federal Program Match			Federal-Aid Highway State Match- Reappropriation Backfill	1004 General Fund Receipts	AL				7514.6								
			Transportation			Federal Program Match			Other Federal Program Match	1003 General Fund Match	AL				1300.0								
			Transportation			MH Coordinated Transportation and Vehicles				1037 GF/MH	AP				1000.0								
			Transportation			MH Coordinated Transportation and Vehicles				1092 Mental Health Trust Authority Authorized Receipts	AP				300.0								
			Transportation			State Equipment Fleet Replacement				1026 Highways/Equipment Working Capital Fund	AP				15000.0								
			Transportation			Statewide Federal Programs				1002 Federal Receipts	AP*				33000.0								
			Transportation			Statewide Federal Programs				1004 General Fund Receipts	AP*				37.7								
			Transportation			Statewide Federal Programs				1108 Statutory Designated Program Receipts	AP*				10000.0								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1002 Federal Receipts	AL				5000.0								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1108 Statutory Designated Program Receipts	AL				10000.0								
			Transportation			Statewide Federal Programs			Federal Emergency Projects	1002 Federal Receipts	AL				10000.0								
			Transportation			Statewide Federal Programs			Federal Transit Administration Grants	1002 Federal Receipts	AL				10000.0								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1002 Federal Receipts	AL				8000.0								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1004 General Fund Receipts	AL				37.7								
			Transportation			Surface Transportation Program				1002 Federal Receipts	AP				650000.0								
