REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1269	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	1269 CSLFRF (Fed) Flexible ARP Funding	Revenue	1269	Federal Funds		250000.00	0	0	0	0	0	0	0	0	0										
1271	61	290	Fund Transfers	709	0	General Fund (Revenue)	3338	0	ARPA Revenue Replacement	1271 ARPA Revenue Replacement UGF	Revenue	1271	Unrestricted General Funds		-250000.00	0	0	0	0	0	0	0	0	0										
