REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Personal Services	Expenditure	0			2389.20	0	0	0	0	0	0	0	0	0										
2	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Travel	Expenditure	0			86.70	0	0	0	0	0	0	0	0	0										
3	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Contractual Services	Expenditure	0			300.80	0	0	0	0	0	0	0	0	0										
4	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Commodities	Expenditure	0			37.10	0	0	0	0	0	0	0	0	0										
5	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1004	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		2755.10	0	0	0	0	0	0	0	0	0										
1005	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	1005 General Fund/Program Receipts	Revenue	1005	Designated General Funds		1.00	0	0	0	0	0	0	0	0	0										
1007	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	41.60	0	0	0	0	0	0	0	0	0										
1108	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	1108 Statutory Designated Program Receipts	Revenue	1108	Other Funds		16.10	0	0	0	0	0	0	0	0	0										
10000	3	110	Law	33	1	Criminal Division	2198	1	First Judicial District	Permanent Full-Time	Position Count	0			19.00	0	0	0	0	0	0	0	0	0										
1	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Personal Services	Expenditure	0			2394.00	0	0	0	0	0	0	0	0	0										
2	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Travel	Expenditure	0			134.70	0	0	0	0	0	0	0	0	0										
3	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Contractual Services	Expenditure	0			420.60	0	0	0	0	0	0	0	0	0										
4	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Commodities	Expenditure	0			44.40	0	0	0	0	0	0	0	0	0										
5	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	3	110	Law	33	1	Criminal Division	2199	2	Second Judicial District	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
