REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Fish & Game			Sport Fish Recreational Boating and Angler Access				1002 Federal Receipts	AP		Federal Funds	22_budget/Fish/Enacted/2022proj30432.pdf	2250.000000								
			Fish & Game			Sport Fish Recreational Boating and Angler Access				1024 Fish and Game Fund	AP		Other Funds	22_budget/Fish/Enacted/2022proj30432.pdf	750.000000								
			Fish & Game			Pacific Coastal Salmon Recovery Fund				1002 Federal Receipts	AP		Federal Funds	22_budget/Fish/Enacted/2022proj33647.pdf	4400.000000								
			Fish & Game			Facilities, Vessels and Aircraft Maintenance, Repair and Upgrades				1197 Alaska Capital Income Fund	AP		Designated General Funds	22_budget/Fish/Enacted/2022proj43322.pdf	500.000000								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1002 Federal Receipts	AP		Federal Funds	22_budget/Fish/Enacted/2022proj43347.pdf	3000.000000								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1003 General Fund Match	AP		Unrestricted General Funds	22_budget/Fish/Enacted/2022proj43347.pdf	250.000000								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds	22_budget/Fish/Enacted/2022proj43347.pdf	2000.000000								
			Fish & Game			Copper River Boat Launch Facilities Improvements				1024 Fish and Game Fund	AP		Other Funds	22_budget/Fish/Enacted/2022proj62863.pdf	165.000000								
			Fish & Game			2018 Sockeye Salmon Disaster - Chignik Area				1002 Federal Receipts	AP		Federal Funds	22_budget/Fish/Enacted/2022proj63237.pdf	2000.000000								
			Fish & Game			Pacific Cod Disaster Funding - 2018 Gulf of Alaska				1002 Federal Receipts	AP		Federal Funds	22_budget/Fish/Enacted/2022proj63239.pdf	1000.000000								
