REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	Miscellaneous	Expenditure	0			6965.00	0	0	0	0	0	0	0	0	0										
1108	58	250	Special Appropriations	590	0	Shared Taxes	3251	1	Salmon Enhancement Tax	1108 Statutory Designated Program Receipts	Revenue	1108	Other Funds		6965.00	0	0	0	0	0	0	0	0	0										
1	58	250	Special Appropriations	590	0	Shared Taxes	3252	2	Seafood Development Tax	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
