REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Transportation			Statewide Federal Programs				1002 Federal Receipts	AP*		Federal Funds	22_budget/Trans/Enacted/2022proj6764.pdf	58260.012000								
			Transportation			Statewide Federal Programs				1004 General Fund Receipts	AP*		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj6764.pdf	33.858000								
			Transportation			Statewide Federal Programs				1108 Statutory Designated Program Receipts	AP*		Other Funds	22_budget/Trans/Enacted/2022proj6764.pdf	10000.000000								
			Transportation			Federal Program Match			Federal-Aid Aviation State Match	1003 General Fund Match	AL		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj6896.pdf	5200.000000								
			Transportation			Airport Improvement Program				1002 Federal Receipts	AP*		Federal Funds	22_budget/Trans/Enacted/2022proj7470.pdf	446875.529000								
			Transportation			Airport Improvement Program				1027 International Airport Revenue Fund	AP*		Other Funds	22_budget/Trans/Enacted/2022proj7470.pdf	27582.823000								
			Transportation			Airport Improvement Program				1112 International Airports Construction Fund	AP*		Other Funds	22_budget/Trans/Enacted/2022proj7470.pdf	722.059000								
			Transportation			Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation				1270 FHWA CRRSAA Fed	AP		Federal Funds	22_budget/Trans/Enacted/2022proj30624.pdf	15000.000000								
			Transportation			State Equipment Fleet Replacement				1026 Highways/Equipment Working Capital Fund	AP		Other Funds	22_budget/Trans/Enacted/2022proj30628.pdf	25000.000000								
			Transportation			MH: Coordinated Transportation and Vehicles				1037 General Fund / Mental Health	AP		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj30648.pdf	1000.000000								
			Transportation			MH: Coordinated Transportation and Vehicles				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds	22_budget/Trans/Enacted/2022proj30648.pdf	300.000000								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj31375.pdf	5000.000000								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1108 Statutory Designated Program Receipts	AL		Other Funds	22_budget/Trans/Enacted/2022proj31375.pdf	10000.000000								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1003 General Fund Match	AL		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj32609.pdf	63221.000000								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1139 AHFC Dividend	AL		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj32609.pdf	7979.000000								
			Transportation			Surface Transportation Program				1002 Federal Receipts	AP*		Federal Funds	22_budget/Trans/Enacted/2022proj32610.pdf	862972.298000								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj33485.pdf	8000.000000								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1004 General Fund Receipts	AL		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj33485.pdf	33.858000								
			Transportation			Statewide Federal Programs			Federal Emergency Projects	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj38424.pdf	10000.000000								
			Transportation			Federal Program Match			Other Federal Program Match	1003 General Fund Match	AL		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj41923.pdf	1300.000000								
			Transportation			Municipal Harbor Facility Grant Fund				1004 General Fund Receipts	AP		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj49780.pdf	6729.988000								
			Transportation			Federal Program Match				1003 General Fund Match	AP*		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj60772.pdf	69721.000000								
			Transportation			Federal Program Match				1139 AHFC Dividend	AP*		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj60772.pdf	7979.000000								
			Transportation			Federal-Aid Highway Project Match Credits				1005 General Fund/Program Receipts	AP		Designated General Funds	22_budget/Trans/Enacted/2022proj61884.pdf	1000.000000								
			Transportation			Computerized Maintenance Management System (CMMS) Year 3				1004 General Fund Receipts	AP		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj62693.pdf	1509.486000								
			Transportation			Weigh Station Scale Repairs				1004 General Fund Receipts	AP		Unrestricted General Funds	22_budget/Trans/Enacted/2022proj63122.pdf	1000.000000								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Projects	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63151.pdf	5000.000000								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Projects	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63151.pdf	5000.000000								
			Transportation			Anton Anderson Memorial and Portage Lake Tunnel Capital Improvements				1214 Whittier Tunnel Toll Receipts	AP		Other Funds	22_budget/Trans/Enacted/2022proj63329.pdf	175.600000								
			Transportation			Statewide Federal Programs			Federal Transit Administration Grants	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63430.pdf	35260.012000								
			Transportation			Anchorage Metropolitan Area Transportation Solutions - FHWA CRRSAA				1270 FHWA CRRSAA Fed	AP		Federal Funds	22_budget/Trans/Enacted/2022proj63432.pdf	11294.342000								
			Transportation			Surface Transportation Program			Denali Commission Infrastructure	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63436.pdf	15000.000000								
			Transportation			Airport Improvement Program			Aviation Systems Plan Update (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63510.pdf	2000.000000								
			Transportation			Airport Improvement Program			Brevig Mission Lighting & Resurfacing (HD 39)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63511.pdf	6400.000000								
			Transportation			Airport Improvement Program			Homer Airport Rehab - - Stage 1 (HD 31)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63512.pdf	21600.000000								
			Transportation			Airport Improvement Program			King Salmon Airport Fencing and Gate Security Improvements (HD 37)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63513.pdf	20600.000000								
			Transportation			Airport Improvement Program			Kipnuk Airport Surfacing and Lighting Replacement (HD 38)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63514.pdf	5000.000000								
			Transportation			Airport Improvement Program			Kongiganak Airport Rehabilitation & SREB Construction (HD 38)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63515.pdf	25800.000000								
			Transportation			Airport Improvement Program			Mekoryuk Airport & Access Rd Rehab (HD 38)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63516.pdf	17100.000000								
			Transportation			Airport Improvement Program			Mekoryuk SRE Building Replacement (HD 38)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63517.pdf	6100.000000								
			Transportation			Airport Improvement Program			Napakiak Airport Reconnaissance Study (HD 38)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63518.pdf	703.000000								
			Transportation			Airport Improvement Program			Northern Electrical Equipment Buildings (Tok & Eagle) (HD 6)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63519.pdf	1012.000000								
			Transportation			Airport Improvement Program			Saint Mary's Airport Reconstruction (HD 39)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63520.pdf	20400.000000								
			Transportation			Airport Improvement Program			Seward Airport Reconstruction	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63521.pdf	31400.000000								
			Transportation			Airport Improvement Program			Statewide Various Airports -- Airport Equipment Acquisition (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63524.pdf	10000.000000								
			Transportation			Airport Improvement Program			Statewide Various Airports Minor Surface Improvements and Obstruction Removal (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63525.pdf	8000.000000								
			Transportation			Airport Improvement Program			Unalaska Apron & TWY Pavement Rehabilitation (HD 37)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63526.pdf	8300.000000								
			Transportation			Airport Improvement Program			TSAIA: Airfield Pavement Reconstruction & Maintenance (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63527.pdf	28237.623000								
			Transportation			Airport Improvement Program			TSAIA: Advanced Project Design and Planning (HD 1-40)	1112 International Airports Construction Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63528.pdf	722.059000								
			Transportation			Airport Improvement Program			TSAIA: Annual Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63529.pdf	912.074000								
			Transportation			Airport Improvement Program			TSAIA: Environmental Projects (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63530.pdf	126.677000								
			Transportation			Airport Improvement Program			TSAIA: Equipment (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63531.pdf	4127.462000								
			Transportation			Airport Improvement Program			TSAIA: Facility Improvements, Renovations, & Upgrades (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63532.pdf	1393.447000								
			Transportation			Airport Improvement Program			TSAIA: Information Technology Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63533.pdf	1216.099000								
			Transportation			Airport Improvement Program			ANC Taxilanes E1, E3, and E&G Intersection & TW R South Spot Rehab Ph 2 (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63534.pdf	12207.679000								
			Transportation			Airport Improvement Program			TW R South Surface Seal (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63535.pdf	263.280000								
			Transportation			Airport Improvement Program			North Terminal Northside Aprons & Taxilane (HD 1-40)	1002 Federal Receipts	AL		Federal Funds	22_budget/Trans/Enacted/2022proj63536.pdf	14304.880000								
			Transportation			Airport Improvement Program			Parking Garage Repairs (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63537.pdf	8000.000000								
			Transportation			Airport Improvement Program			Underground Storage Tank Replacement for Generators at NT, ST & ARFF Buildings (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds	22_budget/Trans/Enacted/2022proj63538.pdf	900.000000								
