REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Revenue			AHFC Supplemental Housing Development Program				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj6323.pdf	3000.000000								
			Revenue			AHFC Senior Citizens Housing Development Program				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj6334.pdf	1750.000000								
			Revenue			AHFC Housing and Urban Development Capital Fund Program				1002 Federal Receipts	AP		Federal Funds	22_budget/Rev/Enacted/2022proj6342.pdf	3200.000000								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1002 Federal Receipts	AP		Federal Funds	22_budget/Rev/Enacted/2022proj6347.pdf	4000.000000								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj6347.pdf	750.000000								
			Revenue			AHFC Federal and Other Competitive Grants				1002 Federal Receipts	AP		Federal Funds	22_budget/Rev/Enacted/2022proj6348.pdf	6000.000000								
			Revenue			AHFC Federal and Other Competitive Grants				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj6348.pdf	1500.000000								
			Revenue			AHFC Competitive Grants for Public Housing				1002 Federal Receipts	AP		Federal Funds	22_budget/Rev/Enacted/2022proj6350.pdf	750.000000								
			Revenue			AHFC Competitive Grants for Public Housing				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj6350.pdf	350.000000								
			Revenue			AHFC Energy Efficiency Research				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj6351.pdf	500.000000								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds	22_budget/Rev/Enacted/2022proj6360.pdf	200.000000								
			Revenue			MH: AHFC Homeless Assistance Program				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds	22_budget/Rev/Enacted/2022proj45390.pdf	950.000000								
			Revenue			MH: AHFC Homeless Assistance Program				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj45390.pdf	6250.000000								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1108 Statutory Designated Program Receipts	AP		Other Funds	22_budget/Rev/Enacted/2022proj49395.pdf	500.000000								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj49395.pdf	1750.000000								
			Revenue			AHFC Energy Programs Weatherization				1002 Federal Receipts	AP		Federal Funds	22_budget/Rev/Enacted/2022proj50683.pdf	3000.000000								
			Revenue			AHFC Energy Programs Weatherization				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj50683.pdf	2000.000000								
			Revenue			AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)				1139 AHFC Dividend	AP		Unrestricted General Funds	22_budget/Rev/Enacted/2022proj60777.pdf	1500.000000								
