REPORT_SORT,DEPT_NUM,DEPT_SORT,DEPT_NAME,RDU_NUM,RDU_SORT,RDU_NAME,COMP_NUM,COMP_SORT,COMP_NAME,REPORT_LINE,LINE_TYPE,FUND_CODE,FUND_GROUP,DUPLICATED_INDICATOR,SCEN1_AMOUNT,SCEN2_AMOUNT,SCEN3_AMOUNT,SCEN4_AMOUNT,SCEN5_AMOUNT,SCEN6_AMOUNT,SCEN7_AMOUNT,SCEN8_AMOUNT,SCEN9_AMOUNT,SCEN10_AMOUNT
1,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Personal Services,Expenditure,0,    ,    ,10194.5,0,0,0,0,0,0,0,0,0
2,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Travel,Expenditure,0,    ,    ,148.4,0,0,0,0,0,0,0,0,0
3,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Contractual Services,Expenditure,0,    ,    ,2306.2,0,0,0,0,0,0,0,0,0
4,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Commodities,Expenditure,0,    ,    ,920.9,0,0,0,0,0,0,0,0,0
5,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Capital Outlay,Expenditure,0,    ,    ,81.7,0,0,0,0,0,0,0,0,0
6,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Line 7600,Expenditure,0,    ,    ,0,0,0,0,0,0,0,0,0,0
7,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,"Grants, Benefits",Expenditure,0,    ,    ,0,0,0,0,0,0,0,0,0,0
8,11,6,Fish and Game,143,1,Commercial Fisheries,2167,1,SE Region Fisheries Mgmt.,Miscellaneous,Expenditure,0,    ,    ,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
