REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1002 Federal Receipts	AP*		Federal Funds		52250.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1004 General Fund Receipts	AP*		Unrestricted General Funds		18062.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1108 Statutory Designated Program Receipts	AP*		Other Funds		500.000000								
			Environ Conservation			Drinking Water Capitalization Grant Subsidy				1100 Alaska Drinking Water Fund	AP		Other Funds		5800.000000								
			Environ Conservation			Clean Water Capitalization Grant Subsidy				1075 Alaska Clean Water Loan Fund	AP		Other Funds		2000.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1002 Federal Receipts	AL		Federal Funds		31350.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1004 General Fund Receipts	AL		Unrestricted General Funds		10837.200000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1108 Statutory Designated Program Receipts	AL		Other Funds		300.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1002 Federal Receipts	AL		Federal Funds		20900.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1004 General Fund Receipts	AL		Unrestricted General Funds		7224.800000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1108 Statutory Designated Program Receipts	AL		Other Funds		200.000000								
