REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	Miscellaneous	Expenditure	0			27757.80	0	0	0	0	0	0	0	0	0										
1004	57	230	State Retirement Payments	551	1	PERS State Assistance	2864	19	School District PERS	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		27757.80	0	0	0	0	0	0	0	0	0										
1	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	Miscellaneous	Expenditure	0			69941.70	0	0	0	0	0	0	0	0	0										
1004	57	230	State Retirement Payments	551	1	PERS State Assistance	2866	21	Other PERS	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		69941.70	0	0	0	0	0	0	0	0	0										
1	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	Miscellaneous	Expenditure	0			135894.80	0	0	0	0	0	0	0	0	0										
1004	57	230	State Retirement Payments	552	2	TRS State Assistance	2863	18	School District TRS	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		135894.80	0	0	0	0	0	0	0	0	0										
1	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	Miscellaneous	Expenditure	0			6770.20	0	0	0	0	0	0	0	0	0										
1004	57	230	State Retirement Payments	552	2	TRS State Assistance	2865	20	Other TRS	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		6770.20	0	0	0	0	0	0	0	0	0										
1	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Grants, Benefits	Expenditure	0			1640.80	0	0	0	0	0	0	0	0	0										
8	57	230	State Retirement Payments	650	4	EPORS	964	2	EPORS	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
