REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Personal Services	Expenditure	0			957.3	0	0	0	0	0	0	0	0	0
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Travel	Expenditure	0			66.5	0	0	0	0	0	0	0	0	0
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Contractual Services	Expenditure	0			81.4	0	0	0	0	0	0	0	0	0
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Commodities	Expenditure	0			12.7	0	0	0	0	0	0	0	0	0
5	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0
6	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0
7	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0
8	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0
1001	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	1001 Constitutional Budget Reserve Fund	Revenue	1001	Unrestricted General Funds		0	0	0	0	0	0	0	0	0	0
1004	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		451.3	0	0	0	0	0	0	0	0	0
1007	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	666.6	0	0	0	0	0	0	0	0	0
10000	7	100	Labor & Workforce	109	1	Commissioner and Administrative	340	1	Commissioner's Office	Permanent Full-Time	Position Count	0			6	0	0	0	0	0	0	0	0	0
1	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Personal Services	Expenditure	0			1666.3	0	0	0	0	0	0	0	0	0
2	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Travel	Expenditure	0			82.9	0	0	0	0	0	0	0	0	0
3	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Contractual Services	Expenditure	0			220.9	0	0	0	0	0	0	0	0	0
4	7	100	Labor & Workforce	109	1	Commissioner and Administrative	2659	1	Workforce Investment Board	Commodities	Expenditure	0			26.6	0	0	0	0	0	0	0	0	0
