REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Admin								Revenue		Unrestricted General Funds		7100.0								
			Admin								Revenue		Unrestricted General Funds		1250.0								
			Commerce								Revenue		Unrestricted General Funds		1000.0								
			Commerce								Revenue		Federal Funds		11300.0								
			Commerce								Revenue		Unrestricted General Funds		5000.0								
			Commerce								Revenue		Federal Funds		12500.0								
			Commerce								Revenue		Unrestricted General Funds		60.0								
			Commerce								Revenue		Federal Funds		6000.0								
			Commerce								Revenue		Unrestricted General Funds		78.0								
			Commerce								Revenue		Unrestricted General Funds		250.0								
			EnvCon								Revenue		Unrestricted General Funds		4832.0								
			EnvCon								Revenue		Other Funds		200.0								
			EnvCon								Revenue		Federal Funds		20900.0								
			EnvCon								Revenue		Unrestricted General Funds		7248.0								
			EnvCon								Revenue		Other Funds		300.0								
			EnvCon								Revenue		Federal Funds		31350.0								
			Gov								Revenue		Unrestricted General Funds		95.0								
			H&SS								Revenue		Designated General Funds		1619.3								
			H&SS								Revenue		Designated General Funds		2080.0								
			H&SS								Revenue		Unrestricted General Funds		500.0								
			H&SS								Revenue		Unrestricted General Funds		500.0								
			H&SS								Revenue		Unrestricted General Funds		250.0								
			H&SS								Revenue		Other Funds		250.0								
			H&SS								Revenue		Unrestricted General Funds		300.0								
			H&SS								Revenue		Other Funds		300.0								
			H&SS								Revenue		Unrestricted General Funds		750.0								
			H&SS								Revenue		Other Funds		300.0								
			Labor								Revenue		Unrestricted General Funds		447.4								
			Labor								Revenue		Designated General Funds		185.0								
			M&VA								Revenue		Unrestricted General Funds		520.5								
			M&VA								Revenue		Designated General Funds		4479.5								
			M&VA								Revenue		Unrestricted General Funds		800.0								
			M&VA								Revenue		Federal Funds		800.0								
			M&VA								Revenue		Federal Funds		4500.0								
			NatRes								Revenue		Unrestricted General Funds		5000.0								
			NatRes								Revenue		Federal Funds		3200.0								
			NatRes								Revenue		Designated General Funds		100.0								
			NatRes								Revenue		Federal Funds		1500.0								
			NatRes								Revenue		Designated General Funds		250.0								
			Rev								Revenue		Unrestricted General Funds		500.0								
			Rev								Revenue		Federal Funds		2000.0								
			Rev								Revenue		Unrestricted General Funds		350.0								
			Rev								Revenue		Federal Funds		750.0								
			Rev								Revenue		Unrestricted General Funds		1500.0								
			Rev								Revenue		Federal Funds		6000.0								
			Rev								Revenue		Federal Funds		2500.0								
			Rev								Revenue		Unrestricted General Funds		750.0								
			Rev								Revenue		Federal Funds		4000.0								
			Rev								Revenue		Unrestricted General Funds		1500.0								
			Rev								Revenue		Unrestricted General Funds		1750.0								
			Rev								Revenue		Unrestricted General Funds		1500.0								
			Rev								Revenue		Unrestricted General Funds		1750.0								
			Rev								Revenue		Other Funds		500.0								
			Rev								Revenue		Unrestricted General Funds		1500.0								
			Rev								Revenue		Other Funds		200.0								
			Rev								Revenue		Unrestricted General Funds		7200.0								
			Rev								Revenue		Other Funds		950.0								
			Rev								Revenue		Other Funds		100.0								
			Trans								Revenue		Other Funds		26700.0								
			Trans								Revenue		Federal Funds		47700.0								
			Trans								Revenue		Federal Funds		140000.0								
			Trans								Revenue		Designated General Funds		15000.0								
			Trans								Revenue		Designated General Funds		1500.0								
			Trans								Revenue		Federal Funds		5275.2								
			Trans								Revenue		Unrestricted General Funds		8853.4								
			Trans								Revenue		Unrestricted General Funds		47340.9								
			Trans								Revenue		Unrestricted General Funds		7514.6								
			Trans								Revenue		Unrestricted General Funds		1300.0								
			Trans								Revenue		Unrestricted General Funds		1000.0								
			Trans								Revenue		Other Funds		300.0								
			Trans								Revenue		Other Funds		15000.0								
			Trans								Revenue		Other Funds		10000.0								
			Trans								Revenue		Federal Funds		5000.0								
			Trans								Revenue		Federal Funds		10000.0								
			Trans								Revenue		Federal Funds		10000.0								
			Trans								Revenue		Unrestricted General Funds		37.7								
			Trans								Revenue		Federal Funds		8000.0								
			Trans								Revenue		Federal Funds		650000.0								
