REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT
1	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0
2	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0
3	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0
4	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0
5	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0
6	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0
7	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0
8	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	Miscellaneous	Expenditure	0			680000.00	0	0	0	0	0	0	0	0	0
1001	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	1001 Constitutional Budget Reserve Fund	Revenue	1001	Unrestricted General Funds		320000.00	0	0	0	0	0	0	0	0	0
1004	83	24	Permanent Fund	661	0	Permanent Fund	2616	1	Permanent Fund Dividend Fund	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		360000.00	0	0	0	0	0	0	0	0	0
1	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0
2	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0
3	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0
4	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0
5	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0
6	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0
7	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0
8	83	24	Permanent Fund	688	0	Permanent Fund Corpus	3287	0	Additional Approps to Principal	Miscellaneous	Expenditure	0			67900.00	0	0	0	0	0	0	0	0	0
