REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
1	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Grants, Benefits	Expenditure	0			1214266.20	0	0	0	0	0	0	0	0	0										
8	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1004	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		1162308.50	0	0	0	0	0	0	0	0	0										
1043	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	1043 Impact Aid for K-12 Schools	Revenue	1043	Federal Funds		20791.00	0	0	0	0	0	0	0	0	0										
1066	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	141	1	Foundation Program	1066 Public School Trust Fund	Revenue	1066	Other Funds		31166.70	0	0	0	0	0	0	0	0	0										
1	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	144	2	Pupil Transportation	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	5	50	Educ & Early Devel	645	1	K-12 Aid to School Districts	144	2	Pupil Transportation	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
