REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Commerce			Community Block Grants				1002 Federal Receipts	AP				6000.0								
			Commerce			Community Block Grants				1003 General Fund Match	AP				60.0								
			Commerce			National Petroleum Reserve - Alaska Impact Grant Program				Non-Permanent	AP				9100.0								
			Commerce			AMCO Enforcement Case Management and Investigations Report Writing System				1004 General Fund Receipts	AP				100.0								
			Commerce			AMCO Enforcement Case Management and Investigations Report Writing System				1005 General Fund/Program Receipts	AP				100.0								
			Commerce			Alaska Energy Authority -  Alaska Cargo and Cold Storage				1002 Federal Receipts	AP				21000.0								
			Commerce			Alaska Energy Authority - Alternative Energy and Energy Efficiency Programs				1002 Federal Receipts	AP				5000.0								
			Commerce			Alaska Energy Authority - Bulk Fuel Upgrades				1002 Federal Receipts	AP				7500.0								
			Commerce			Alaska Energy Authority - Bulk Fuel Upgrades				1169 PCE Endow	AP				5500.0								
			Commerce			Alaska Energy Authority - Rural Power Systems Upgrades				1002 Federal Receipts	AP				12500.0								
			Commerce			Alaska Energy Authority - Rural Power Systems Upgrades				1169 PCE Endow	AP				5000.0								
			Commerce			Alaska Travel Industry Association				1200 VehRntlTax	AP				5000.0								
			Commerce			Inter-Island Ferry Authority				1004 General Fund Receipts	AP				250.0								
